0 0 0.00701807 -0.893232
0 1 0.00698557 -0.943524
0 2 0.00699993 -0.736014
0 3 0.007106 -0.600307
0 4 0.00705798 -1.05492
0 5 0.0073505 -1.26085
0 6 0.00730477 -1.14008
0 7 0.00735806 -0.936937
0 8 0.00746794 -0.797212
0 9 0.0073618 -1.12104
0 10 0.00725093 -1.17156
0 11 0.00697973 -0.975545
0 12 0.00693009 -1.03597
0 13 0.00694876 -1.19497
0 14 0.0069539 -1.01808
0 15 0.00700118 -1.18264
0 16 0.00667561 -0.717664
0 17 0.00664315 -0.539111
0 18 0.00663182 -0.734964
0 19 0.00672347 -0.594542
0 20 0.00662618 -0.732755
0 21 0.00681664 -0.796038
0 22 0.0069382 -1.0516
0 23 0.00697172 -0.929379
0 24 0.00695167 -0.596685
0 25 0.00700155 -0.734411
0 26 0.00689154 -0.840703
0 27 0.00668308 -0.822563
0 28 0.00656127 -0.912036
0 29 0.00659725 -0.845909
0 30 0.00661754 -0.677756
0 31 0.00658035 -0.668017
