0 0 0.0074304 -0.944734
0 1 0.0072606 -0.782889
0 2 0.00732223 -0.791163
0 3 0.0072695 -0.791771
0 4 0.00724278 -0.826327
0 5 0.00723506 -0.80438
0 6 0.00726737 -0.852438
0 7 0.00728332 -0.786903
0 8 0.00727938 -0.760969
0 9 0.00728404 -0.888167
0 10 0.00726176 -0.888241
0 11 0.00723641 -0.781576
0 12 0.00727716 -0.753743
0 13 0.00726146 -0.82974
0 14 0.00723428 -0.763779
0 15 0.0072566 -0.870171
0 16 0.00743365 -0.948376
0 17 0.00742943 -0.910678
0 18 0.00743825 -0.954748
0 19 0.00744816 -0.818507
0 20 0.00741288 -0.916618
0 21 0.0074414 -0.958657
0 22 0.00743297 -0.951709
0 23 0.00743232 -1.00602
0 24 0.00745768 -0.867209
0 25 0.00741336 -1.02821
0 26 0.00742337 -0.883017
0 27 0.00746043 -0.903565
0 28 0.00748005 -1.01436
0 29 0.00743237 -1.00921
0 30 0.00744122 -0.826475
0 31 0.00744065 -0.964184
