0 0 0.00707525 -0.280484
0 1 0.00718763 -0.39121
0 2 0.0071383 -0.381604
0 3 0.00728851 -0.651676
0 4 0.0074021 -0.722632
0 5 0.00723077 -0.516636
0 6 0.0071576 -0.409361
0 7 0.00717154 -0.573438
0 8 0.00721931 -0.459373
0 9 0.0073254 -0.589638
0 10 0.00711482 -0.402586
0 11 0.00713405 -0.447996
0 12 0.0071554 -0.337958
0 13 0.00726237 -0.41987
0 14 0.00715236 -0.60034
0 15 0.00743039 -0.590188
0 16 0.00727988 -0.766502
0 17 0.00722083 -0.51431
0 18 0.00735423 -0.736346
0 19 0.00775667 -1.08838
0 20 0.00721151 -0.48361
0 21 0.00742288 -0.938861
0 22 0.00733534 -0.753227
0 23 0.00734618 -0.738447
0 24 0.00740809 -0.76922
0 25 0.00721432 -0.526464
0 26 0.00787396 -1.24729
0 27 0.00726028 -0.602675
0 28 0.00710436 -0.592172
0 29 0.0073854 -0.915697
0 30 0.00722675 -0.672292
0 31 0.00715486 -0.592004
1 0 0.0069432 -0.847202
1 1 0.00684723 -0.753492
1 2 0.00695618 -0.800351
1 3 0.00685297 -0.784622
1 4 0.00727865 -1.11795
1 5 0.006867 -0.645261
1 6 0.00685305 -0.780668
1 7 0.00701184 -0.805777
1 8 0.00696099 -0.850695
1 9 0.00688348 -0.811042
1 10 0.00701672 -0.922275
1 11 0.00692328 -0.753836
1 12 0.00695559 -0.868415
1 13 0.0069967 -0.857551
1 14 0.00713188 -0.979198
1 15 0.0069567 -0.863806
1 16 0.00718693 -1.02762
1 17 0.00740839 -1.14968
1 18 0.00707152 -0.885774
1 19 0.00706019 -0.857563
1 20 0.00704664 -0.830876
1 21 0.0070685 -0.865856
1 22 0.0072172 -0.932612
1 23 0.00723578 -0.826514
1 24 0.0071502 -0.909295
1 25 0.00711188 -1.06961
1 26 0.00720019 -1.091
1 27 0.00709933 -0.856374
1 28 0.00714507 -0.962504
1 29 0.00725311 -1.00298
1 30 0.00713881 -0.915735
1 31 0.00712301 -0.928386
2 0 0.00675478 -0.120564
2 1 0.00696369 -0.230482
2 2 0.0067866 -0.200566
2 3 0.00689809 -0.313795
2 4 0.00682335 -0.220078
2 5 0.00683092 -0.0550673
2 6 0.00680502 -0.239398
2 7 0.00683246 -0.139217
2 8 0.00685451 -0.110049
2 9 0.00678569 -0.200533
2 10 0.00679977 -0.115034
2 11 0.00679815 -0.0362221
2 12 0.00685115 -0.231329
2 13 0.00691012 -0.275921
2 14 0.00689452 -0.187348
2 15 0.00681321 -0.209485
2 16 0.00696116 -0.294983
2 17 0.0070131 -0.346551
2 18 0.00700271 -0.304957
2 19 0.00699879 -0.384817
2 20 0.00708426 -0.362458
2 21 0.00702125 -0.390285
2 22 0.00716789 -0.531736
2 23 0.0070467 -0.438867
2 24 0.00705163 -0.47262
2 25 0.00704019 -0.265778
2 26 0.00705503 -0.386469
2 27 0.00700636 -0.44805
2 28 0.00702284 -0.418384
2 29 0.00707077 -0.435658
2 30 0.00705622 -0.374562
2 31 0.00700128 -0.314523
3 0 0.00719568 -0.329533
3 1 0.00717034 -0.0586514
3 2 0.00713178 -0.0318354
3 3 0.00712076 -0.00816111
3 4 0.00716601 -0.0582749
3 5 0.00720131 -0.105858
3 6 0.00717022 -0.0241061
3 7 0.00716953 -0.187401
3 8 0.00717699 -0.0636118
3 9 0.00709276 -0.0481243
3 10 0.0071083 -0.0408271
3 11 0.00707477 0.0257593
3 12 0.00729958 -0.137313
3 13 0.00710416 -0.0624721
3 14 0.00712008 -0.0504287
3 15 0.00727678 -0.10341
3 16 0.00716828 -0.280941
3 17 0.00716587 -0.369268
3 18 0.00733334 -0.381683
3 19 0.00713668 -0.301262
3 20 0.00711803 -0.155686
3 21 0.00717558 -0.346605
3 22 0.00714566 -0.354193
3 23 0.00717858 -0.206814
3 24 0.00722067 -0.38134
3 25 0.00711838 -0.258578
3 26 0.00709209 -0.182064
3 27 0.00710978 -0.270586
3 28 0.00719951 -0.326164
3 29 0.00713611 -0.368205
3 30 0.0072075 -0.30687
3 31 0.00716528 -0.486112
4 1 0.006 -1.0
4 2 0.006 -1.0
4 3 0.006 -1.0
4 4 0.006 -1.0
4 5 0.006 -1.0
4 6 0.006 -1.0
4 7 0.006 -1.0
4 8 0.006 -1.0
4 9 0.006 -1.0
4 10 0.006 -1.0
4 11 0.006 -1.0
4 12 0.006 -1.0
4 13 0.006 -1.0
4 14 0.006 -1.0
4 15 0.006 -1.0
